User7180,11
User6443,1
User6172,11
User4633,4
User3282,4
User2186,4
User2096,1
User1480,11
User1386,4
User1265,4
User0462,11
User7572,4
User7522,4
User7393,4
User7385,4
User7349,4
User7098,4
User6932,11
User6780,5
User6677,4
User6607,4
User6535,1
User6445,4
User6280,5
User6248,5
User6006,4
User5988,5
User5729,4
User5713,1
User5706,1
User5638,1
User5632,4
User5614,4
User5547,11
User5534,4
User5496,4
User5460,4
User5439,4
User5166,1
User4978,4
User4951,4
User4900,4
User4899,4
User4880,11
User4822,4
User4769,1
User4637,4
User4567,1
User4559,1
User4512,4
User4448,1
User4358,5
User4330,4
User4318,4
User4236,4
User4178,4
User4176,4
User4139,4
User4026,4
User3946,4
User3889,1
User3856,5
User3713,4
User3708,1
User3693,4
User3667,1
User3646,4
User3080,11
User2906,11
User2838,1
User2788,4
User2592,1
User2572,4
User2562,11
User2495,4
User2436,1
User2255,4
User2208,4
User2068,4
User2046,1
User1883,4
User1612,1
User1610,5
User1426,1
User1404,4
User1299,4
User1201,4
User1156,1
User1113,4
User0813,1
User0790,5
User0777,5
User0711,5
User0701,4
User0613,4
User0583,4
User0566,5
User0545,5
User0538,1
User0513,5
User0510,1
User0495,4
User0483,1
User0466,1
User0459,11
User0440,4
User0425,1
User0421,1
User0410,1
User0395,11
User0373,4
User0363,4
User0359,5
User0345,5
User0333,4
User0332,1
User0323,1
User0297,11
User0263,5
User0205,5
User0203,5
User0188,11
User0151,4
User0149,4
User0111,4
User0088,4
User0058,1
User0057,4
User0037,4
User0020,1
